Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,
Evaluation Results,,,,,,,,,,,,,,,,,,,,
Here is a breakdown of each mean score for each question.,,,,,,,,,,,,,,,,,,,,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course
Fall,2011,"KESDEN, G.",CS,15213,INTR CMPUTER SYSTEMS,2,Lect,43,70,61%,12.12,4.3,4.28,4.35,4.09,4.49,4.42,4.28,4.35,4.52
Fall,2011,"HARRAS, K.",CS,15213,INTR CMPUTER SYSTEMS,3,Lect,14,16,88%,11.21,4.79,4.64,4.93,4.57,4.57,4.57,4.57,4.71,4.71
Fall,2011,"SCHERLIS, W. (co-taught)",CS,15214,PRIN 0-0 SFTWR CONST,1,Lect,5,11,45%,6.8,4.2,4,4.4,4.2,4.6,4.6,4.6,4.6,4.4
Fall,2011,"ALDRICH, J. (co-taught)",CS,15214,PRIN 0-0 SFTWR CONST,1,Lect,5,11,45%,7.25,4.25,4.5,4.5,4.5,4.75,4.75,4.75,4.5,4.75
Fall,2011,"KEATING, T.",CS,15221,TECHNCL COMMUNCTN CS,1,Lect,41,103,40%,5.22,4.27,4.17,4,4.05,3.59,3.83,4.37,3.8,3.17
Fall,2011,"KARATSOLIS, A. (co-taught)",CS,15221,TECHNCL COMMUNCTN CS,W,Lect,12,15,80%,9,4.83,4.5,4.67,4.5,4.83,4.58,5,4.75,4.08
Fall,2011,"CERVESATO, I. (co-taught)",CS,15221,TECHNCL COMMUNCTN CS,W,Lect,12,15,80%,8.82,3.75,3.83,3.83,3.5,3.75,3.75,4.42,4,3.92
Fall,2011,"GUPTA, A. (co-taught)",CS,15251,GRT THERTCL IDEAS CS,1,Lect,40,77,52%,12.88,4.52,4.58,4.52,4.13,4.55,4.43,4.64,4.43,4.25
Fall,2011,"GURUSWAMI, V. (co-taught)",CS,15251,GRT THERTCL IDEAS CS,1,Lect,40,77,52%,12.88,3.82,3.93,3.93,3.56,4.03,3.72,4.36,3.52,4.05
Fall,2011,"COOPER, Y.",CS,15251,GRT THERTCL IDEAS CS,2,Lect,10,16,63%,12.5,3.5,3.4,3.5,2.9,3.1,2.5,4.2,2.9,3.2
Fall,2011,"FINK, E. (co-taught)",CS,15295,ST:COMPETITION PGMG,A,Lect,14,31,45%,3.5,4.58,4.67,4.67,4.17,4.5,4.5,4.58,4.42,4.58
Fall,2011,"SLEATOR, D. (co-taught)",CS,15295,ST:COMPETITION PGMG,A,Lect,14,31,45%,3.62,4.62,4.69,4.77,4.46,4.69,4.69,4.69,4.54,4.62
Fall,2011,"JASPAN, C. (co-taught)",CS,15313,FNDTNS SFTWR ENGNRNG,1,Lect,12,27,44%,9,4.67,3.5,4.5,3.83,4.58,4.5,4.75,4.36,4
Fall,2011,"BREAUX, T. (co-taught)",CS,15313,FNDTNS SFTWR ENGNRNG,1,Lect,12,27,44%,9,4.33,4.08,4.25,3.58,4.33,4.25,4.58,4.17,4
Fall,2011,"MAXION, R.",CS,15321,RES MTHDS FOR EXP CS,A,Lect,1,2,50%,8,3,3,3,3,3,3,3,3,3
Fall,2011,"SUTNER, K.",CS,15354,COMPTNL DISCRTE MATH,1,Lect,6,7,86%,10,4.67,4.17,4.17,4.33,4.83,5,5,5,5
Fall,2011,"ADAMCHIK, V.",CS,15355,MDRN COMPUTR ALGEBRA,A,Lect,3,5,60%,8,4.67,5,4.67,3.33,5,5,4.67,4.67,4.67
Fall,2011,"VELOSO, M. (co-taught)",CS,15381,AI RPRSNTN & PRB SLV,A,Lect,22,50,44%,7.21,3.76,3.47,3.44,3.38,3.94,3.63,4.06,3.81,3.38
Fall,2011,"BAGNELL, J. (co-taught)",CS,15381,AI RPRSNTN & PRB SLV,A,Lect,22,50,44%,7.14,4,4.05,3.95,3.71,4.24,3.71,4.52,3.71,3.57
Fall,2011,"BRUNSKILL, E. (co-taught)",CS,15381,AI RPRSNTN & PRB SLV,A,Lect,22,50,44%,7.14,4.05,4,3.86,3.57,4.05,3.33,4.43,3.38,3.52
Fall,2011,"KANTOR, G.",CS,15384,ROBOTIC MANIPULATION,A,Lect,17,31,55%,8.18,4.65,4.88,4.88,4.47,4.82,4.88,4.94,4.82,4.65
Fall,2011,"COURTRIGHT, W.",CS,15390,ENTREPRENEURSHIP CS,A,Lect,8,29,28%,6.13,4.63,4.63,4.63,4.5,4.75,4.57,4.75,4.63,4.5
Fall,2011,"VON AHN ARELLANO, L. (co-taught)",CS,15396,ST: SCIENCE OF WEB,A,Lect,32,74,43%,5.66,4.41,4.41,4.25,4,4.63,4.66,4.5,4.72,4.47
Fall,2011,"MEEDER, B. (co-taught)",CS,15396,ST: SCIENCE OF WEB,A,Lect,32,74,43%,5.47,4.44,4.31,4.28,4.19,4.41,4.44,4.56,4.19,4.44
Fall,2011,"ECKHARDT, D. (co-taught)",CS,15410,OP SYS DESIGN & IMPL,A,Lect,27,44,61%,13.78,4.74,4.48,4.59,4.56,4.67,4.59,4.78,4.74,4.74
Fall,2011,"GIBSON, G. (co-taught)",CS,15410,OP SYS DESIGN & IMPL,A,Lect,27,44,61%,13.75,4.44,4.42,4.52,4.2,4.52,4.46,4.46,4.36,4.72
Fall,2011,"PLATZER, A.",CS,15411,COMPILER DESIGN,A,Lect,16,22,73%,13.25,4.56,4.31,4.56,3.81,4.75,4.38,4.81,4.38,4.5
Fall,2011,"ECKHARDT, D.",CS,15412,OP SYSTM PRACTICUM,A,Lect,3,7,43%,11,5,5,5,5,5,5,4.67,5,5
Fall,2011,"CLARKE, E.",CS,15414,BUG CATCHING,A,Lect,16,35,46%,8,3.75,2.81,3.13,2.88,4,3.06,4.69,2.94,3
Fall,2011,"KESDEN, G.",CS,15415,DATABASE APPLICATNS,1,Lect,8,19,42%,8,4,3.75,3.63,3.88,3.88,4,4.13,3.88,4.13
Fall,2011,"CRARY, K.",CS,15417,HOT COMPILATION,A,Lect,3,8,38%,9,4.33,4.33,4,3.67,4.33,4.33,3.67,4.67,4.33
Fall,2011,"SADEH, N.",CS,15421,WEB CMRC SCRTY PRVCY,A,Lect,5,10,50%,5.6,4.2,4,3.6,4,4.2,3.6,3.8,4,3.8
Fall,2011,"TOMASIC, A.",CS,15437,WEB APPLCTN DEVLPMNT,A,Lect,21,42,50%,8.57,3.57,3.52,3.67,3.05,3.8,3.52,4.05,3.38,3.14
Fall,2011,"SANS, T.",CS,15437,WEB APPLCTN DEVLPMNT,W,Lect,9,12,75%,10.63,4.44,4.33,4.33,3.89,4.33,4.44,4.67,4.44,4.44
Fall,2011,"ANDERSEN, D. (co-taught)",CS,15440,DISTRIBUTED SYSTEMS,A,Lect,25,41,61%,11.84,4.52,3.84,4.16,3.64,4.4,4.48,4.48,4.42,3.88
Fall,2011,"Bryant, R. (co-taught)",CS,15440,DISTRIBUTED SYSTEMS,A,Lect,25,41,61%,11.75,3.92,3.68,4.04,3.52,4.24,4.16,4.44,4.04,3.92
Fall,2011,"SAKR, M. (co-taught)",CS,15440,DISTRIBUTED SYSTEMS,W,Lect,2,6,33%,12.5,3.5,5,4.5,3,4.5,4,4.5,4,4
Fall,2011,"KOLAR, V. (co-taught)",CS,15440,DISTRIBUTED SYSTEMS,W,Lect,2,6,33%,12.5,5,5,5,4.5,4.5,5,5,4.5,4
Fall,2011,"HAMMOUD, M. (co-taught)",CS,15440,DISTRIBUTED SYSTEMS,W,Lect,2,6,33%,12.5,5,4.5,4.5,4.5,4,4,3,3.5,4
Fall,2011,"DANNENBERG, R. (co-taught)",CS,15441,COMPUTER NETWORKS,1,Lect,17,39,44%,12.41,4.41,4.18,4.06,3.94,4.24,4.18,4.59,3.76,4.35
Fall,2011,"SESHAN, S. (co-taught)",CS,15441,COMPUTER NETWORKS,1,Lect,17,39,44%,12.69,4.59,4.47,4.65,4.18,4.59,4.76,4.65,4.71,4.41
Fall,2011,"BLUM, A. (co-taught)",CS,15451,ALGORITHM DES & ANLS,1,Lect,63,138,46%,8.43,4.68,4.67,4.66,4.24,4.56,4.7,4.75,4.7,4.49
Fall,2011,"BLUM, M. (co-taught)",CS,15451,ALGORITHM DES & ANLS,1,Lect,63,138,46%,8.45,4.52,4.11,4.08,4.14,4.31,3.95,4.64,4.05,4.44
Fall,2011,"NARASIMHAN, S.",CS,15462,COMPUTER GRAPHICS,A,Lect,21,42,50%,10.71,4.14,4.14,4,3.91,4.29,4.05,4.38,4.19,4.2
Fall,2011,"EFROS, A.",CS,15463,COMPUTATNL PHOTGRPHY,A,Lect,7,16,44%,9.29,4.71,4.29,4.57,4,4.71,4.57,4.71,4.43,4.71
Fall,2011,"LIKHACHEV, M.",CS,15466,COMPTR GAME PROGRMNG,A,Lect,8,16,50%,10.25,3.63,3.38,3.5,3,3.63,3.88,4.25,3.63,3.38
Fall,2011,"TREUILLE, A.",CS,15467,ST:ANIMA NAT PHENOM,A,Lect,3,6,50%,10,5,4.67,4.67,3.67,4.67,5,5,5,5
Fall,2011,"VELOSO, M.",CS,15491,ST:CRTG INTLGNT RBTS,A,Lect,4,8,50%,8,4.5,3.25,4,4.25,4.5,4,4.25,4.5,4.75
Fall,2011,"BLACK, A.",CS,15492,ST:SPEECH PROCESSING,A,Lect,4,6,67%,7.25,4.75,4.5,4.5,4,4.75,4.75,4.75,4.75,4.25
Fall,2011,"SANS, T.",CS,15519,IND STUDY PROG SYSTM,W,Lect,3,3,100%,7,4,4,4,4,4,4,4,4,3.67
Fall,2011,"EPPINGER, J.",CS,15600,JAVA J2EE PROGRAMMNG,A,Lect,77,93,83%,9.12,4.65,4.75,4.74,4.66,4.68,4.7,4.87,4.77,4.6
Fall,2011,"TOMASIC, A.",CS,15637,WEB APPLCTN DEVLPMNT,A,Lect,38,55,69%,8.55,4,4.18,4.29,3.79,4.18,4.11,4.38,4,4.05
Fall,2011,"LIMAURO, C. (co-taught)",CS,15661,IN & EXP PSCH BRD LG,A1,Lect,2,9,22%,3.5,5,4,4.5,4.5,4.5,4.5,5,5,3
Fall,2011,"PAULOS, E. (co-taught)",CS,15661,IN & EXP PSCH BRD LG,A1,Lect,2,9,22%,3.5,5,4,4.5,4.5,4.5,4.5,5,5,3
Fall,2011,"MUTLU, O.",CS,15740,COMPUTER ARCHITECTR,A,Lect,5,6,83%,13.4,4.4,4.4,4.4,4,4.8,4.8,5,4.8,4
Fall,2011,"STEENKISTE, P.",CS,15744,COMPUTER NETWORKS,A,Lect,15,28,54%,9,4.27,4.27,4.4,4.2,4.27,4.33,4.8,4.4,4
Fall,2011,"XING, P.",CS,15781,MACHINE LEARNING,A,Lect,8,13,62%,8.75,2.88,3.25,2.88,2.88,2.88,2.13,3.5,2,2.38
Fall,2011,"HARPER, R.",CS,15814,TYPE SYSTM PROG LANG,A,Lect,8,16,50%,11.75,4.38,4.38,4,3.13,4.13,4.25,4.5,4.25,4.13
Fall,2011,"CRARY, K.",CS,15819,ADVD TPCS PROG LANGU,H,Lect,4,7,57%,12.5,4.75,5,4.75,4.5,4.75,4.75,5,4.75,4.75
Fall,2011,"SATYANARAYANAN, M. (co-taught)",CS,15821,MBLE PERVASIVE COMP,A,Lect,18,20,90%,10.67,4.78,4.83,4.82,4.67,4.89,4.78,4.94,4.89,4.72
Fall,2011,"SIEWIOREK, D. (co-taught)",CS,15821,MBLE PERVASIVE COMP,A,Lect,18,20,90%,10.44,4.61,4.61,4.78,4.72,4.78,4.67,4.83,4.72,4.78
Fall,2011,"FALOUTSOS, C.",CS,15826,MULTIMEDIA & DATA MINING,A,Lect,17,35,49%,8.88,4.82,4.47,4.59,4.24,4.71,4.59,4.76,4.65,4.41
Fall,2011,"HARCHOL-BALTER, M.",CS,15857,PERFORMANCE MODELING,A,Lect,6,14,43%,11.5,5,5,4.83,5,5,5,5,4.83,5
Fall,2011,"GUPTA, A. (co-taught)",CS,15859,SPC TPCS IN THEORY,E,Lect,5,13,38%,9.8,4.8,4.8,4.6,4.8,5,5,5,5,5
Fall,2011,"ODONNELL, R. (co-taught)",CS,15859,SPC TPCS IN THEORY,E,Lect,5,13,38%,9.8,4.8,4.8,4.6,4.8,5,5,5,5,5
Fall,2011,"MILLER, G.",CS,15859,SPC TPCS IN THEORY,N,Lect,3,6,50%,10,5,4.67,5,4.33,5,5,5,5,5
Fall,2011,"EFROS, A.",CS,15862,COMPTNAL PHOTOGRAPHY,A,Lect,5,7,71%,10.4,4.4,4.6,4.75,4.2,4.8,4.8,5,4.8,4.8
Fall,2011,"TREUILLE, A.",CS,15867,ST:ANIMN NATL PHENM,A,Lect,3,5,60%,8,5,5,5,5,5,5,5,5,5
Fall,2011,"FATAHALIAN, K.",CS,15869,PHYSCY BSD CHRT ANM,F,Lect,10,13,77%,8.6,5,4.7,5,4.9,5,5,5,5,5
Fall,2011,"TOURETZKY, D.",CS,15883,CMP MDLS NEURAL SYST,A,Lect,8,15,53%,8,3.88,3.75,3.63,3.63,3.88,3.75,4,3.75,3.75
Fall,2011,"SANDHOLM, T.",CS,15892,FND ELECTRNC MRKTPLC,A,Lect,7,9,78%,7,4.43,4.29,4.43,3.71,4.29,4.14,4.29,4.17,4.14
Fall,2011,"VITUCCIO, R.",ETC,53608,VISUAL STORY,A,Lect,57,78,73%,9.61,4.11,3.89,4.05,4.23,4.18,3.89,3.75,4.12,3.98
Fall,2011,"LEE, J. (co-taught)",ETC,53619,CUR ISS DIG MED DSGN,L,Lect,8,17,47%,3.13,4.63,4.63,4.13,4.25,4.25,4.25,4.88,4.88,4.5
Fall,2011,"ROSENDAHL, C. (co-taught)",ETC,53619,CUR ISS DIG MED DSGN,L,Lect,8,17,47%,3.88,4.38,4.38,4,4.38,4.38,4.25,4.75,4.5,4.5
Fall,2011,"DAVIDSON, A.",ETC,53700,ETC FUNDAMENTALS,A,Lect,58,77,75%,5.05,3.85,4,3.91,3.69,4.03,3.97,4.55,3.91,3.79
Fall,2011,"HARGER, B.",ETC,53711,IMPROVSTNAL ACTING,A,Lect,21,26,81%,3.5,4.67,4.62,4.52,4.52,4.52,4.62,4.76,4.71,4.76
Fall,2011,"HARGER, B.",ETC,53711,IMPROVSTNAL ACTING,B,Lect,21,25,84%,2.9,4.62,4.57,4.62,4.57,4.67,4.62,4.86,4.67,4.62
Fall,2011,"COMLEY, R.",ETC,53723,ENTNTNMNT DESGN STD,A,Lect,6,11,55%,6.5,3.5,2.5,3,2.83,2.33,2.17,4.33,3,2.67
Fall,2011,"COMLEY, R.",ETC,53723,ENTNTNMNT DESGN STD,B,Lect,1,3,33%,11,4,5,5,5,5,5,4,5,5
Fall,2011,"SALDAMARCO, S.",ETC,53733,ETC FUNDMTL PRODCNG,A,Lect,3,4,75%,2,5,4.67,4.67,5,4.67,4.67,5,4.67,4.67
Fall,2011,"SCHELL, J. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,A,Lect,58,78,74%,13.63,4.31,4.4,4.5,4.48,4.45,4.21,4.4,4.35,4.47
Fall,2011,"HALEY, M. (co-taught)",ETC,53831,BUILDNG VIRTUAL WRLD,A,Lect,58,78,74%,13.63,4.54,4.39,4.39,4.4,4.4,4.23,4.33,4.25,4.44
Fall,2011,"HONG, J.",HCI,5391,DES HUMN CENTRD SFTW,A,Lect,11,16,69%,9.36,4.45,3.73,4.27,4,4.55,4.36,4.55,4.09,4.09
Fall,2011,"KAM, M.",HCI,5410,USER-CN RSRCH EVALN,1,Lect,11,27,41%,9.64,3.64,3.36,3.82,3.55,4.09,3.82,4.2,3.55,3.09
Fall,2011,"DABBISH, L.",HCI,5413,HUMAN FACTORS,A,Lect,6,11,55%,7.5,4.33,4.5,4.5,4.33,4.67,4.67,4.83,4.5,4.67
Fall,2011,"ALEVEN, V. (co-taught)",HCI,5430,PRGMG USABLE INTFCE,A,Lect,6,22,27%,6,3.83,3.83,3.67,3.67,3.83,3.83,4.33,3.83,3.83
Fall,2011,"MATSUDA, N. (co-taught)",HCI,5430,PRGMG USABLE INTFCE,A,Lect,6,22,27%,6,4.5,4,3.83,4.17,4.17,4,4.5,4,4
Fall,2011,"HUDSON, S.",HCI,5431,SFTWR STRCT US INTRF,A,Lect,12,16,75%,4.75,4,4.08,4.08,3.67,4.33,3.92,4.33,3.92,3.83
Fall,2011,"ALEVEN, V. (co-taught)",HCI,5433,USER INTERFACE LAB,A,Lect,6,17,35%,8.6,4.75,4.5,4.75,4.75,5,5,5,5,5
Fall,2011,"MATSUDA, N. (co-taught)",HCI,5433,USER INTERFACE LAB,A,Lect,6,17,35%,11,4.5,4,4.5,4.5,5,5,5,5,5
Fall,2011,"ALEVEN, V. (co-taught)",HCI,5433,USER INTERFACE LAB,B,Lect,1,3,33%,5,4,5,4,5,3,5,5,5,5
Fall,2011,"MATSUDA, N. (co-taught)",HCI,5433,USER INTERFACE LAB,B,Lect,1,3,33%,5,4,5,4,5,3,5,5,5,5
Fall,2011,"HUDSON, S.",HCI,5433,USER INTERFACE LAB,C,Lect,7,11,64%,8,4.14,4.14,4.14,4.14,4.29,4.14,4.29,4,4
Fall,2011,"HUDSON, S.",HCI,5433,USER INTERFACE LAB,D,Lect,3,8,38%,8,4.67,4.33,4.33,4.67,4.33,4,4.67,4.67,5
Fall,2011,"KAM, M.",HCI,5610,USER-CN RSRCH EVALN,1,Lect,40,56,71%,11.38,3.33,2.85,3.25,2.47,3.6,3.3,3.63,2.78,2.88
Fall,2011,"ALEVEN, V. (co-taught)",HCI,5630,PRGMG USABLE INTFCE,A,Lect,14,21,67%,6.38,4,4.23,4.08,3.85,3.85,3.85,4.46,3.85,4
Fall,2011,"MATSUDA, N. (co-taught)",HCI,5630,PRGMG USABLE INTFCE,A,Lect,14,21,67%,6.25,4.38,4.15,4,3.62,4.23,4.08,4.38,4.08,4
Fall,2011,"HUDSON, S.",HCI,5631,SFTWR STRCT US INTRF,A,Lect,20,30,67%,5.6,4.05,4.4,4.15,3.5,4.35,4.4,4.45,4.35,4.05
Fall,2011,"ALEVEN, V. (co-taught)",HCI,5633,USER INTERFACE LAB,A,Lect,12,16,75%,10.25,4.42,4.25,4.33,4,4.5,4.33,4.58,4.67,4.5
Fall,2011,"MATSUDA, N. (co-taught)",HCI,5633,USER INTERFACE LAB,A,Lect,12,16,75%,9.29,4.57,4.14,4.43,4.14,4.29,4.14,4.57,4.71,4.71
Fall,2011,"ALEVEN, V. (co-taught)",HCI,5633,USER INTERFACE LAB,B,Lect,3,7,43%,10,4.67,4.67,4.33,5,5,5,5,5,5
Fall,2011,"MATSUDA, N. (co-taught)",HCI,5633,USER INTERFACE LAB,B,Lect,3,7,43%,10,5,4.67,4.67,5,5,5,5,5,5
Fall,2011,"HUDSON, S.",HCI,5633,USER INTERFACE LAB,C,Lect,15,23,65%,7,3.93,4,3.67,3.53,3.6,3.53,4.4,3.87,3.2
Fall,2011,"HUDSON, S.",HCI,5633,USER INTERFACE LAB,D,Lect,4,7,57%,8,4.75,4.5,4.5,4.5,4.5,4.25,4.75,4.5,4.75
Fall,2011,"FASTE, H.",HCI,5651,INRCTN DESG FUNDMNTL,A,Lect,13,15,87%,9.62,4.77,4.54,4.46,4.85,4.62,4.54,4.85,4.69,4.69
Fall,2011,"VAN ROOSMALEN, L.",HCI,5651,INRCTN DESG FUNDMNTL,B,Lect,8,10,80%,9.5,3.25,2,2.88,2.75,2.88,2.88,3.63,2.63,3
Fall,2011,"FORLIZZI, J.",HCI,5651,INRCTN DESG FUNDMNTL,C,Lect,12,14,86%,8,5,4.75,4.75,5,4.92,4.75,5,5,4.83
Fall,2011,"DOW, S.",HCI,5651,INRCTN DESG FUNDMNTL,D,Lect,13,14,93%,8.69,3.77,3.54,3.62,3.46,3.38,3.54,4,3.54,3.67
Fall,2011,"KRAUT, R.",HCI,5771,HCI PROCESS & THEORY,A,Lect,7,8,88%,6.71,4.14,4.14,4.43,4.57,4.29,4.14,4.43,3.86,3.71
Fall,2011,"DABBISH, L.",HCI,5813,HUMAN FACTORS,A,Lect,15,20,75%,8.8,4.53,4.33,4.33,4.13,4.27,4.47,4.6,4.33,4.4
Fall,2011,"ROSE, C.",HCI,5834,APPLD MACHINE LEARNG,A,Lect,17,24,71%,8,4.29,4.18,3.88,4.29,4.06,4.06,4.76,3.94,3.82
Fall,2011,"MYERS, B.",HCI,5863,INTRO HCI TECH EXECS,A2,Lect,14,22,64%,10.57,3.71,3.93,4,3.64,3.93,3.57,4,3.57,3.86
Fall,2011,"HONG, J.",HCI,5891,DES HUMAN CENTR SFTW,A,Lect,2,3,67%,11,4.5,4.5,5,5,4.5,4.5,4.5,4.5,4.5
Fall,2011,"PAULOS, E.",HCI,5899,SPECIAL TPCS IN HCI,B,Lect,7,20,35%,7.57,4,3.71,3.71,4,4.14,4,4.43,4,4
Fall,2011,"SADEH, N.",ISR,8731,WEB COMM SECUR PRVCY,A,Lect,1,6,17%,11,5,5,5,5,5,5,5,5,5
Fall,2011,"SHAMOS, M.",ISR,8732,LAW OF COMPUTER TECH,A,Lect,22,30,73%,8.27,4.55,4.68,4.73,4.68,4.77,4.77,4.73,4.73,4.68
Fall,2011,"CRANOR, L.",ISR,8734,USABLE PRVCY & SECUR,A,Lect,13,25,52%,10.25,4.08,4.15,4.15,4.08,4.31,4.25,4.38,4.08,4.08
Fall,2011,"TOMASIC, A.",ISR,8741,VERY LG INFO SYSTEMS,A,Lect,25,33,76%,9.5,4.28,4.04,4.12,3.76,4.28,3.92,4.8,3.92,4.08
Fall,2011,"TOMASIC, A. (co-taught)",ISR,8742,VLIS CPSN IND STY PC,A,Lect,3,12,25%,14,4.67,5,5,5,5,5,5,5,4.67
Fall,2011,"NYBERG, E. (co-taught)",ISR,8742,VLIS CPSN IND STY PC,A,Lect,3,12,25%,8,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Fall,2011,"TOMASIC, A. (co-taught)",ISR,8742,VLIS CPSN IND STY PC,E,Lect,1,3,33%,14,5,5,5,5,5,5,5,5,5
Fall,2011,"NYBERG, E. (co-taught)",ISR,8742,VLIS CPSN IND STY PC,E,Lect,1,3,33%,14,5,5,5,5,5,5,5,5,5
Fall,2011,"GIBSON, G. (co-taught)",ISR,8742,VLIS CPSN IND STY PC,E,Lect,1,3,33%,14,5,5,5,5,5,5,5,5,5
Fall,2011,"GIBSON, G.",ISR,8744,VLIS CPS IND STD OTC,E,Lect,1,3,33%,14,5,5,5,5,5,5,5,5,5
Fall,2011,"SADEH, N.",ISR,8761,INFO SECURTY PRIVACY,A1,Lect,2,3,67%,9.5,4.5,4.5,4.5,4.5,4.5,4,5,4.5,4.5
Fall,2011,"MYERS, B.",ISR,8763,INTRO HCI TECH EXECS,A2,Lect,19,22,86%,10.84,4.05,4,4.21,4.11,4.37,4.37,4.32,4.05,3.95
Fall,2011,"GERSHMAN, A.",ISR,8768,INVENTING FUTURE SRV,A1,Lect,5,5,100%,8,4.8,4.4,4.6,4.8,4.8,4.8,4.8,4.4,4.4
Fall,2011,"CARLEY, K.",ISR,8997,COS GRAD READ RSRCH,A,Lect,4,10,40%,10.25,4.5,4,4,4.5,4.25,4.25,4.5,4.25,4.25
Fall,2011,"SADEH, N.",ISR,8997,COS GRAD READ RSRCH,B,Lect,1,3,33%,14,5,5,5,5,5,5,5,5,5
Fall,2011,"CRANOR, L.",ISR,8997,COS GRAD READ RSRCH,D,Lect,3,5,60%,14,5,5,5,5,5,5,5,5,5
Fall,2011,"CARLEY, K.",ISR,8998,COS PHD PRACTM ADVND,A,Lect,5,12,42%,3.2,3.4,2.8,2.6,3,3.2,3.4,3.8,3.4,3
Fall,2011,"CARLEY, K.",ISR,8999,COS PHD PRACTM INTRO,A,Lect,3,7,43%,9,4.67,4.33,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Fall,2011,"ROSE, C.",LTI,11344,MACHINE LRNG PRACTCE,A,Lect,2,3,67%,9.5,4.5,4.5,4.5,4,3.5,3.5,4.5,4,4
Fall,2011,"NYBERG, E. (co-taught)",LTI,11693,SFTW MTHS BIOTCHLGY,A2,Lect,6,16,38%,9.5,4.83,4.5,4.5,4.5,4.83,4.83,4.83,4.83,4.67
Fall,2011,"VU, D. (co-taught)",LTI,11693,SFTW MTHS BIOTCHLGY,A2,Lect,6,16,38%,9.2,4.4,4.4,4.4,4.4,4.6,4.4,4.6,4.4,4.6
Fall,2011,"SMITH, N. (co-taught)",LTI,11711,ALGORITHMS FOR NLP,A,Lect,22,35,63%,9.09,4.41,4.59,4.59,3.95,4.73,4.5,4.68,4.45,4.27
Fall,2011,"LAVIE, A. (co-taught)",LTI,11711,ALGORITHMS FOR NLP,A,Lect,22,35,63%,8.27,4.23,4.41,4.18,3.95,3.95,4.14,4.45,4,3.95
Fall,2011,"FREDERKING, R. (co-taught)",LTI,11711,ALGORITHMS FOR NLP,A,Lect,22,35,63%,8,4.27,4.18,4,3.91,4.14,4.14,4.36,4.14,4.05
Fall,2011,"LEVIN, L. (co-taught)",LTI,11721,GRAMMARS & LEXICONS,A,Lect,13,17,76%,7.54,4.54,3.83,4.15,4.31,4.54,4.38,4.69,4.31,4.15
Fall,2011,"MITAMURA, T. (co-taught)",LTI,11721,GRAMMARS & LEXICONS,A,Lect,13,17,76%,8.75,3.23,3.15,3.08,3.23,3.31,2.85,4,3.08,3.38
Fall,2011,"BLACK, A. (co-taught)",LTI,11733,MULTILNG SPCH TRANS,A,Lect,3,3,100%,3,5,4.33,4.67,4.33,5,5,5,5,4.67
Fall,2011,"LEVIN, L. (co-taught)",LTI,11736,GRAD SEM ENDG LANG,A,Lect,3,5,60%,3,5,5,5,5,5,5,5,5,5
Fall,2011,"BLACK, A. (co-taught)",LTI,11736,GRAD SEM ENDG LANG,A,Lect,3,5,60%,3,5,5,5,5,5,5,5,5,5
Fall,2011,"FREDERKING, R. (co-taught)",LTI,11736,GRAD SEM ENDG LANG,A,Lect,3,5,60%,3,5,5,5,5,5,5,5,5,5
Fall,2011,"TOMOKIYO, L. (co-taught)",LTI,11736,GRAD SEM ENDG LANG,A,Lect,3,5,60%,3,5,5,5,5,5,5,5,5,5
Fall,2011,"METZE, F.",LTI,11751,SPCH RECOGN & UNDSTG,A,Lect,11,16,69%,9.64,4.36,4.45,4.45,4.36,4.45,4.27,4.64,4.09,4.36
Fall,2011,"RAMAKRISHNAN, B.",LTI,11755,MACHINE LRNG SGN PRC,A,Lect,3,3,100%,10,4.33,3.33,4,3.33,4.67,5,4.67,5,5
Fall,2011,"SMITH, N. (co-taught)",LTI,11763,STRC PRD LNG DSC DTA,A,Lect,15,18,83%,8.2,4.4,4.53,4.4,4.13,4.53,4.8,4.73,4.73,4.53
Fall,2011,"COHEN, W. (co-taught)",LTI,11763,STRC PRD LNG DSC DTA,A,Lect,15,18,83%,7.77,4.4,4.47,4.33,4.2,4.33,4.4,4.67,4.4,4.53
Fall,2011,"ROSE, C.",LTI,11780,RESEARCH DESGN WRTNG,A,Lect,6,6,100%,8.5,4.83,4.83,4.83,5,4.83,4.83,4.83,4.83,4.83
Fall,2011,"TOMASIC, A. (co-taught)",LTI,11791,SOFTWR ENGRNG FOR IS,A,Lect,37,50,74%,8.27,3.76,3.81,3.81,3.95,3.71,3.86,4,3.76,3.81
Fall,2011,"NYBERG, E. (co-taught)",LTI,11791,SOFTWR ENGRNG FOR IS,A,Lect,37,50,74%,8.34,4.16,4.05,4.16,3.89,4.16,4.03,4.41,4.08,4.03
Fall,2011,"NYBERG, E. (co-taught)",LTI,11796,QUESTION ANSWERING,A,Lect,2,4,50%,6.5,4,3,3.5,5,5,4.5,5,4.5,4
